step,Phi,Lambda,DeltaS,PLV,CI,GC,Virtu,AR,EthicalEta,Depth,Stage,Anomaly
32,0.2793987812961276,0.05,1.0912315039142277,0.0873479852305005,0.1261189784519862,0.1098716643992339,0.10167525356867228,0.11616595683340271,0.0004995837495787996,0.9520693384942899,1,False
33,0.2793987812961276,0.05,1.1001456146609805,0.08609533330427523,0.12695809423606602,0.11018690599321532,0.10172990606586693,0.11669927180317097,0.0004995837495787996,0.9520693384942899,1,False
34,0.2793987812961276,0.05,1.0973620074666377,0.08476221842632967,0.12779587725036087,0.1105007286332017,0.10178406737617433,0.11723426233896782,0.0004995837495787996,0.9520693384942899,1,False
35,0.2793987812961276,0.05,1.095220797007954,0.08417332960498275,0.12863456855087066,0.11081448457783556,0.10183820537586047,0.11777093025736568,0.0004995837495787996,0.9520693384942899,1,False
36,0.2793987812961276,0.05,1.104261096258651,0.08355723848349089,0.12947409491760797,0.11112810946153526,0.10189229786499279,0.11830927722849702,0.0004995837495787996,0.9520693384942899,1,False
37,0.2793987812961276,0.05,1.103038270397507,0.08319739994495576,0.13031523350358531,0.111442074052653,0.10194650730799638,0.11884930647680031,0.0004995837495787996,0.9520693384942899,1,False
38,0.2793987812961276,0.05,1.0971308866094627,0.08308388262368331,0.13115873168384037,0.11175683900376823,0.10200099319133785,0.11939102272146411,0.0004995837495787996,0.9520693384942899,1,False
39,0.2793987812961276,0.05,1.0954239894100275,0.0819525860674082,0.1320015445556499,0.11207045729695578,0.10205508253104399,0.11993442459187154,0.0004995837495787996,0.9520693384942899,1,False
40,0.2793987812961276,0.05,1.0945180008272055,0.08223773758454182,0.1328479298913629,0.11238562716542716,0.10210970809702927,0.12047951923295039,0.0004995837495787996,0.9520693384942899,1,False
41,0.2793987812961276,0.05,1.0983647695932095,0.08141508140943952,0.13369457273175597,0.11270021521256057,0.10216413186964404,0.12102630715971002,0.0004995837495787996,0.9520693384942899,1,False
42,0.2793987812961276,0.05,1.092347299777297,0.08090289221158643,0.13454241294418928,0.11301480578494345,0.1022185562213056,0.12157479076689452,0.0004995837495787996,0.9520693384942899,1,False
43,0.2793987812961276,0.05,1.105498379309143,0.08073429463265083,0.1353924897819217,0.1133300604809209,0.1022732103071111,0.12212497452775449,0.0004995837495787996,0.9520693384942899,1,False
44,0.2793987812961276,0.05,1.1033871143471137,0.07999832866705994,0.13624310964056166,0.11364486007296801,0.10232770641242935,0.12267685952833174,0.0004995837495787996,0.9520693384942899,1,False
45,0.2793987812961276,0.05,1.0889334787215235,0.07919237276816432,0.1370940710565078,0.11395904736994183,0.10238199043632641,0.12323044645174087,0.0004995837495787996,0.9520693384942899,1,False
46,0.2793987812961276,0.05,1.0970202974011196,0.07849255953892019,0.1379457009673833,0.11427281425849618,0.10243612899205802,0.12378573663497176,0.0004995837495787996,0.9520693384942899,1,False
47,0.2793987812961276,0.05,1.0973062246959204,0.0777956738407504,0.1387980166720804,0.11458614954323104,0.10249011841823184,0.12434273144961205,0.0004995837495787996,0.9520693384942899,1,False
48,0.2793987812961276,0.05,1.0980639652323432,0.07733562094315251,0.1396517371921579,0.1148995171321068,0.10254411868728958,0.1249014337052925,0.0004995837495787996,0.9520693384942899,1,False
49,0.2793987812961276,0.05,1.0967800632163263,0.07734621659482713,0.14050828301046883,0.11521386663931447,0.10259845760774505,0.12546184905260957,0.0004995837495787996,0.9520693384942899,1,False
50,0.2793987812961276,0.05,1.1042222449476031,0.11514236877632042,0.21204881548992677,0.11552798093579043,0.10265271494754888,0.12602397958789227,0.0004995837495787996,0.9520693384942899,4,False
51,0.2793987812961276,0.05,1.1011947857673594,0.11479901942167255,0.21302333244613125,0.11599953045401634,0.10277498929594264,0.12672942503408066,0.0004995837495787996,0.9520693384942899,4,False
52,0.2793987812961276,0.05,1.102237710047101,0.11394337388818847,0.21399880969296622,0.1164703966216958,0.10289690802786501,0.12743682143476273,0.0004995837495787996,0.9520693384942899,4,False
53,0.2793987812961276,0.05,1.1060676524002402,0.11350763176030415,0.21497651669542095,0.11694143679345398,0.1030189154043359,0.12814617324944969,0.0004995837495787996,0.9520693384942899,4,False
54,0.2793987812961276,0.05,1.1122605787808166,0.11261064866798047,0.21595507950767215,0.11741168157226055,0.10314050961226842,0.12885748218976115,0.0004995837495787996,0.9520693384942899,4,False
55,0.2793987812961276,0.05,1.098459547225808,0.11302816291059556,0.21693845140735274,0.11788387155496556,0.10326311038540463,0.12957075787387198,0.0004995837495787996,0.9520693384942899,4,False
56,0.2793987812961276,0.05,1.1050905987387776,0.11353462845992193,0.21792690908210186,0.11835819808565949,0.10338682163867491,0.13028601047333233,0.0004995837495787996,0.9520693384942899,4,False
57,0.2793987812961276,0.05,1.0979060076752998,0.11233512264749308,0.21891534450241099,0.11883108399352502,0.10350978104904539,0.13100323994363328,0.0004995837495787996,0.9520693384942899,4,False
58,0.2793987812961276,0.05,1.102716884869023,0.11108761827903892,0.21990362355696627,0.1193023999740206,0.10363192389800475,0.13172244597204333,0.0004995837495787996,0.9520693384942899,4,False
59,0.2793987812961276,0.05,1.1032734509618105,0.11154191396890623,0.2208968615287332,0.11977574694482523,0.10375512019162796,0.13244363847639692,0.0004995837495787996,0.9520693384942899,4,False
60,0.2793987812961276,0.05,1.0955081276424523,0.11023598367917348,0.2218897876721527,0.12024737408917852,0.10387742138668997,0.13316681683303735,0.0004995837495787996,0.9520693384942899,4,False
61,0.2793987812961276,0.05,1.0951300782363116,0.1099532688448572,0.22288548156285246,0.12071945457578293,0.10399995632306945,0.13389198657745918,0.0004995837495787996,0.9520693384942899,4,False
62,0.2793987812961276,0.05,1.1019736554764719,0.10949108643402458,0.22388341475504184,0.12119159814348691,0.1041225225146499,0.1346191521882654,0.0004995837495787996,0.9520693384942899,4,False
63,0.2793987812961276,0.05,1.1003902819992972,0.11007552419789632,0.22488673708857684,0.12166606260049895,0.1042462951420008,0.13534832444373868,0.0004995837495787996,0.9520693384942899,4,False
64,0.2793987812961276,0.05,1.0935704591595679,0.10899365776297243,0.22589045968408444,0.12213924503408867,0.10436939827927444,0.13607950414440298,0.0004995837495787996,0.9520693384942899,4,False
65,0.2793987812961276,0.05,1.1049324431569667,0.10873548187228285,0.2268970636504233,0.1226129214848729,0.10449275708703161,0.13681269705299995,0.0004995837495787996,0.9520693384942899,4,False
66,0.2793987812961276,0.05,1.0962257387393362,0.10764069248267945,0.22790404921313634,0.12308525486818332,0.10461541583541616,0.13754790393272234,0.0004995837495787996,0.9520693384942899,4,False
67,0.2793987812961276,0.05,1.1012032326878602,0.10772489699268632,0.228914963423778,0.12355882266660513,0.1047387150396907,0.13828513264086603,0.0004995837495787996,0.9520693384942899,4,False
68,0.2793987812961276,0.05,1.1027815081884038,0.10743826387063435,0.22992870387859424,0.12403280895542595,0.10486223074348441,0.13902438882991935,0.0004995837495787996,0.9520693384942899,4,False
69,0.2793987812961276,0.05,1.1045908314115727,0.10643988751402171,0.2309431454852859,0.12450563033115383,0.10498513855562236,0.13976567390218606,0.0004995837495787996,0.9520693384942899,4,False
70,0.2793987812961276,0.05,1.0905173817115923,0.10642760077769063,0.2319612566571299,0.12497946832165763,0.10510857395571935,0.14050899519679644,0.0004995837495787996,0.9520693384942899,4,False
71,0.2793987812961276,0.05,1.0971608636301673,0.10588455108880089,0.23298145528638028,0.12545313699003907,0.10523191963974442,0.14125435688866533,0.0004995837495787996,0.9520693384942899,4,False
72,0.2793987812961276,0.05,1.0995686724445088,0.10533475932182934,0.2340037313487891,0.12592661257706564,0.10535516327335459,0.14200176313265903,0.0004995837495787996,0.9520693384942899,4,False
73,0.2793987812961276,0.05,1.1003497204868697,0.10403334368445845,0.23502584019550576,0.12639818358177565,0.10547741589339353,0.14275121359434617,0.0004995837495787996,0.9520693384942899,4,False
74,0.2793987812961276,0.05,1.1050064078953847,0.10331231902357428,0.23604953322054822,0.1268691427732675,0.10559935001680076,0.1435027114420834,0.0004995837495787996,0.9520693384942899,4,False
75,0.2793987812961276,0.05,1.112576735877466,0.10256927012875607,0.23707475458814492,0.1273394260878332,0.10572093293952106,0.14425625973255582,0.0004995837495787996,0.9520693384942899,4,False
76,0.2793987812961276,0.05,1.100127590859666,0.10268892239510571,0.238104102653993,0.12781100692254727,0.10584318620811803,0.14501186671915994,0.0004995837495787996,0.9520693384942899,4,False
77,0.2793987812961276,0.05,1.1039299318510423,0.10205339138001265,0.23913532216172884,0.12828214600908994,0.1059652090612448,0.14576953614477953,0.0004995837495787996,0.9520693384942899,4,False
78,0.2793987812961276,0.05,1.1018008326634323,0.10258043457327926,0.24017191114617256,0.12875552563274303,0.10608839375633315,0.146529278748368,0.0004995837495787996,0.9520693384942899,4,False
79,0.2793987812961276,0.05,1.1052215520738307,0.10206906686923044,0.24121076474052208,0.12922874690801897,0.10621149454471254,0.14729109905914517,0.0004995837495787996,0.9520693384942899,4,False
80,0.2793987812961276,0.05,1.1152841789957666,0.10198227972831606,0.24225316707500275,0.12970279084391864,0.10633502219596111,0.1480550041745913,0.0004995837495787996,0.9520693384942899,4,False
81,0.2793987812961276,0.05,1.102164654105154,0.10196335693379384,0.2432993321666771,0.13017781609352913,0.10645906027919844,0.14882100162022077,0.0004995837495787996,0.9520693384942899,4,False
82,0.2793987812961276,0.05,1.1054256523358739,0.1019887201061581,0.24434940333509667,0.13065392747700758,0.10658366469372269,0.14958909920818708,0.0004995837495787996,0.9520693384942899,4,False
83,0.2793987812961276,0.05,1.1100015871658762,0.10226319007709707,0.2454041384013689,0.13113170988360665,0.10670914374397791,0.15035930626628594,0.0004995837495787996,0.9520693384942899,4,False
84,0.2793987812961276,0.05,1.1077625111502405,0.10267556585074206,0.24646396163025255,0.13161149030290617,0.10683567287758892,0.15113163297084256,0.0004995837495787996,0.9520693384942899,4,False
85,0.2793987812961276,0.05,1.0971729230891574,0.10272215005141414,0.247527786245261,0.13209241714482173,0.10696280580959182,0.1519060873246292,0.0004995837495787996,0.9520693384942899,4,False
86,0.2793987812961276,0.05,1.1112068263836772,0.10153822799919676,0.24859193136588173,0.1325715942261083,0.10708901373062077,0.1526826699686571,0.0004995837495787996,0.9520693384942899,4,False
87,0.2793987812961276,0.05,1.1002726660867204,0.102055423073257,0.2496615109849448,0.13305302550208312,0.10721641028626415,0.1534613917719231,0.0004995837495787996,0.9520693384942899,4,False
88,0.2793987812961276,0.05,1.1118639851133574,0.10268746438652858,0.250736880336964,0.1335369872486223,0.1073451479586141,0.15424226431389315,0.0004995837495787996,0.9520693384942899,4,False
89,0.2793987812961276,0.05,1.0973334319110002,0.10208897720334764,0.2518143585901435,0.13402057541318665,0.10747368531018203,0.15502529181236957,0.0004995837495787996,0.9520693384942899,4,False
90,0.2793987812961276,0.05,1.0928363705361162,0.10230610092317127,0.2528964033519749,0.13450571963270155,0.1076030495350042,0.15581048340036965,0.0004995837495787996,0.9520693384942899,4,False
91,0.2793987812961276,0.05,1.100471729913944,0.10141302013384183,0.25397969482937827,0.13498977820872277,0.1077318337745308,0.15659784157132453,0.0004995837495787996,0.9520693384942899,4,False
92,0.2793987812961276,0.05,1.0967089499642146,0.10105371297722811,0.2550658451761666,0.13547401372015166,0.10786071052807443,0.15738737204297298,0.0004995837495787996,0.9520693384942899,4,False
93,0.2793987812961276,0.05,1.1056853901910073,0.10010600691192598,0.2561531000571172,0.13595700245837736,0.10798892284809858,0.15817907702438333,0.0004995837495787996,0.9520693384942899,4,False
94,0.2793987812961276,0.05,1.0899695696156328,0.09906699601110426,0.25724119643027243,0.13643850064278212,0.10811634341100182,0.15897295819854,0.0004995837495787996,0.9520693384942899,4,False
95,0.2793987812961276,0.05,1.1009594518757047,0.098280081663171,0.25833090146625465,0.13691910043916203,0.10824328732146293,0.1597690187827686,0.0004995837495787996,0.9520693384942899,4,False
96,0.2793987812961276,0.05,1.0925468415189687,0.09702111929537104,0.2594208099180546,0.13739762136668798,0.10836913380819674,0.16056725918390086,0.0004995837495787996,0.9520693384942899,4,False
97,0.2793987812961276,0.05,1.1077734840679496,0.09590687596520367,0.2605113668418697,0.13787438851123723,0.10849405796493289,0.16136768069888072,0.0004995837495787996,0.9520693384942899,4,False
98,0.2793987812961276,0.05,1.0954168325013844,0.09569014440947174,0.26160527567859254,0.13835161842702004,0.10861922319797271,0.16217029003153402,0.0004995837495787996,0.9520693384942899,4,False
99,0.2793987812961276,0.05,1.1001585339389621,0.09449572624453437,0.26269961430748384,0.13882685440378623,0.10874334315216343,0.16297508804144512,0.0004995837495787996,0.9520693384942899,4,False
100,0.2793987812961276,0.05,1.1050451920340276,0.09431152350033335,0.2637974243181921,0.1393026208893577,0.108867738837078,0.16378208167137762,0.0004995837495787996,0.9520693384942899,4,False
101,0.2793987812961276,0.05,1.1003122171820159,0.09418345416793492,0.2648988850890528,0.1397790587314876,0.1089924842970926,0.16459127822285186,0.0004995837495787996,0.9520693384942899,4,False
102,0.2793987812961276,0.05,1.108274583863182,0.0944047850906856,0.2660050558354391,0.14025705391487905,0.1091180450477385,0.16540268711581885,0.0004995837495787996,0.9520693384942899,4,False
103,0.2793987812961276,0.05,1.1081635292128695,0.09402641058832277,0.26711414850278314,0.14073508667187185,0.10924362397074387,0.16621631419412053,0.0004995837495787996,0.9520693384942899,4,False
104,0.2793987812961276,0.05,1.0944102860822744,0.09380060940751375,0.26822663190197626,0.141213541314179,0.10936942307840253,0.1670321662392206,0.0004995837495787996,0.9520693384942899,4,False
105,0.2793987812961276,0.05,1.0972959662651516,0.09302110961712781,0.26934085606202374,0.14169099537065022,0.10949469500488311,0.16785024673264076,0.0004995837495787996,0.9520693384942899,4,False
106,0.2793987812961276,0.05,1.092183822947688,0.09272235696030588,0.2704582743665679,0.14216867287003737,0.10962008264817653,0.16867056206267003,0.0004995837495787996,0.9520693384942899,4,False
107,0.2793987812961276,0.05,1.10235604232645,0.09220084731960235,0.27157822971884005,0.1426459933377752,0.1097452813626447,0.16949311730340383,0.0004995837495787996,0.9520693384942899,4,False
108,0.2793987812961276,0.05,1.1025216534950748,0.09254439117813794,0.2727033284788915,0.14312519476122879,0.10987146718017636,0.17031792274165775,0.0004995837495787996,0.9520693384942899,4,False
109,0.2793987812961276,0.05,1.1073198003233267,0.0919701765233343,0.2738308286221698,0.14360389675266716,0.10999738852840592,0.17114498318019822,0.0004995837495787996,0.9520693384942899,4,False
110,0.2793987812961276,0.05,1.0972477465946764,0.09079609706748293,0.2749589418292732,0.14408051513397643,0.11012221452226544,0.1719742998451529,0.0004995837495787996,0.9520693384942899,4,False
111,0.2793987812961276,0.05,1.0994821703577404,0.0901681424558057,0.2760893177558664,0.14455646075150183,0.11024668682693513,0.17280587726196076,0.0004995837495787996,0.9520693384942899,4,False
112,0.2793987812961276,0.05,1.0948233648004684,0.08976406267500485,0.27722263933020125,0.14503231533207606,0.11037110997879396,0.1736397213219173,0.0004995837495787996,0.9520693384942899,4,False
113,0.2793987812961276,0.05,1.097873328457432,0.08912265347496813,0.27835820589723576,0.1455074398178612,0.11049515008842442,0.1744758365150079,0.0004995837495787996,0.9520693384942899,4,False
114,0.2793987812961276,0.05,1.1072273782182336,0.08979855153816967,0.2794999807344253,0.14598534262294385,0.1106206435555489,0.17531423525777287,0.0004995837495787996,0.9520693384942899,4,False
115,0.2793987812961276,0.05,1.1047050288426523,0.09044851182406381,0.28064789744618635,0.146465958752973,0.1107475644789017,0.17615492983396136,0.0004995837495787996,0.9520693384942899,4,False
116,0.2793987812961276,0.05,1.1067153386194717,0.0904305807454532,0.28179996383759254,0.14694751564204098,0.1108749811508211,0.17699792854293267,0.0004995837495787996,0.9520693384942899,4,False
117,0.2793987812961276,0.05,1.0979736689233652,0.08965563969809982,0.2829539203994015,0.147427988533851,0.11100182322451357,0.1778432351650276,0.0004995837495787996,0.9520693384942899,4,False
118,0.2793987812961276,0.05,1.1033555553881034,0.08897085946764302,0.28411004915362953,0.14790760286879895,0.11112821080079653,0.17869085404463098,0.0004995837495787996,0.9520693384942899,4,False
119,0.2793987812961276,0.05,1.095636443508569,0.08850759891293078,0.28526902622059147,0.14838694464753538,0.1112544531835716,0.17954079087836827,0.0004995837495787996,0.9520693384942899,4,False
120,0.2793987812961276,0.05,1.098316727605263,0.08846828716096135,0.2864321350364662,0.1488671589596867,0.11138115398544428,0.18039305392973734,0.0004995837495787996,0.9520693384942899,4,False
121,0.2793987812961276,0.05,1.0999634367569813,0.08749016388261473,0.28759657079776274,0.14934568394946374,0.11150696334100015,0.18124764585262898,0.0004995837495787996,0.9520693384942899,4,False
122,0.2793987812961276,0.05,1.1100720364565175,0.08712184572673602,0.2887641745642061,0.14982417196244557,0.1116327516803391,0.18210457298305352,0.0004995837495787996,0.9520693384942899,4,False
123,0.2793987812961276,0.05,1.1024747354312314,0.08760484264912179,0.28993751195706874,0.1503049613244737,0.11175975133090449,0.18296384678826377,0.0004995837495787996,0.9520693384942899,4,False
124,0.2793987812961276,0.05,1.1063830728663693,0.08698202414382444,0.29111327726344155,0.15078501200879968,0.11188635944146207,0.1838254721240868,0.0004995837495787996,0.9520693384942899,4,False
125,0.2793987812961276,0.05,1.1014572501351727,0.0861815919139283,0.29229094939980377,0.1512638173709057,0.11201230993806861,0.18468945280418253,0.0004995837495787996,0.9520693384942899,4,False
126,0.2793987812961276,0.05,1.105511704783944,0.08691335814865814,0.29347513673827064,0.15174562725741736,0.1121398444864039,0.1855558018589552,0.0004995837495787996,0.9520693384942899,4,False
127,0.2793987812961276,0.05,1.1022369642284349,0.08630112617220413,0.294661819126082,0.1522267099173102,0.11226699272055655,0.1864245242785035,0.0004995837495787996,0.9520693384942899,4,False
128,0.2793987812961276,0.05,1.100976610711235,0.0853857451848809,0.29585009898302916,0.1527062013266738,0.11239329962637999,0.1872956232577657,0.0004995837495787996,0.9520693384942899,4,False
129,0.2793987812961276,0.05,1.1090576640541712,0.08543594436811774,0.29704288493242237,0.15318680258259204,0.11252019032334015,0.18816910780892665,0.0004995837495787996,0.9520693384942899,4,False
130,0.2793987812961276,0.05,1.096311784962419,0.08560860279617231,0.2982405562798555,0.15366886115138165,0.11264785010994151,0.1890449877027825,0.0004995837495787996,0.9520693384942899,4,False
131,0.2793987812961276,0.05,1.094688086617995,0.08567705832651308,0.29944281239334897,0.15415208652292323,0.11277612700645591,0.1899232721088653,0.0004995837495787996,0.9520693384942899,4,False
132,0.2793987812961276,0.05,1.0994020254457162,0.08604553732923736,0.30065056536588103,0.15463732861504628,0.11290547520368215,0.1908039720208932,0.0004995837495787996,0.9520693384942899,4,False
133,0.2793987812961276,0.05,1.097325815328506,0.08619449236778644,0.3018631687030889,0.15512397207703266,0.11303556991663662,0.1916870971395955,0.0004995837495787996,0.9520693384942899,4,False
134,0.2793987812961276,0.05,1.1060992592554246,0.08558287828674378,0.3030783528236471,0.15560986411663102,0.11316526150554188,0.19257265262653891,0.0004995837495787996,0.9520693384942899,4,False
135,0.2793987812961276,0.05,1.0988828126273738,0.08526696566673912,0.30429701698378,0.1560958357644846,0.11329499392204011,0.1934606454418026,0.0004995837495787996,0.9520693384942899,4,False
136,0.2793987812961276,0.05,1.107392836108515,0.0853934754954604,0.3055205006374754,0.1565831476519221,0.11342544120896285,0.1943510852243737,0.0004995837495787996,0.9520693384942899,4,False
137,0.2793987812961276,0.05,1.0926763013873337,0.0843193870840915,0.3067452142248495,0.1570683578467703,0.11355476405123494,0.1952439744341195,0.0004995837495787996,0.9520693384942899,4,False
138,0.2793987812961276,0.05,1.1021079204883308,0.08338797907288262,0.30797159803423874,0.15755184746044457,0.11368316969709454,0.1961393164114841,0.0004995837495787996,0.9520693384942899,4,False
139,0.2793987812961276,0.05,1.10003337631682,0.08308459892729894,0.30920154841307806,0.1580354225911009,0.11381161913028254,0.19703711828960638,0.0004995837495787996,0.9520693384942899,4,False
140,0.2793987812961276,0.05,1.1002940160413848,0.08257217502176672,0.3104344505295914,0.1585184674399443,0.11393978536919211,0.1979373859719617,0.0004995837495787996,0.9520693384942899,4,False
141,0.2793987812961276,0.05,1.1045954137576373,0.08171458592428638,0.3116692812172241,0.15899995513926576,0.11406712500049204,0.19884012331569229,0.0004995837495787996,0.9520693384942899,4,False
142,0.2793987812961276,0.05,1.095859460368067,0.08149962071794767,0.3129079806959564,0.15948176675723083,0.11419463440922374,0.19974533805838032,0.0004995837495787996,0.9520693384942899,4,False
143,0.2793987812961276,0.05,1.10007409783063,0.0808116965835891,0.31414914247599907,0.15996249424863385,0.11432156903514257,0.20065303512462845,0.0004995837495787996,0.9520693384942899,4,False
144,0.2793987812961276,0.05,1.1049315286937806,0.08077058231601517,0.3153947193985703,0.16044405431300712,0.11444894211086866,0.2015632233447217,0.0004995837495787996,0.9520693384942899,4,False
145,0.2793987812961276,0.05,1.1033584386175732,0.08136537196716781,0.3166466316311954,0.1609283455842567,0.11457776246569278,0.20247591538928023,0.0004995837495787996,0.9520693384942899,4,False
146,0.2793987812961276,0.05,1.1002714308273007,0.08165325503898095,0.31790397097325873,0.16141445821660805,0.1147075519357917,0.20339112211252286,0.0004995837495787996,0.9520693384942899,4,False
147,0.2793987812961276,0.05,1.1067663033821675,0.08075532542323079,0.319163192560091,0.1618988502232729,0.11483642257318323,0.20430884727893917,0.0004995837495787996,0.9520693384942899,4,False
148,0.2793987812961276,0.05,1.104300348580068,0.08133834672176314,0.320428751836651,0.1623859536374541,0.11496673829776578,0.20522910356390858,0.0004995837495787996,0.9520693384942899,4,False
149,0.2793987812961276,0.05,1.0983311165436658,0.08133499578730376,0.32169890234183246,0.16287401462193382,0.11509756519209954,0.20615190014988838,0.0004995837495787996,0.9520693384942899,4,False
150,0.2793987812961276,0.05,1.0964810694263898,0.08140628511116811,0.3229738806979154,0.16336325925663542,0.11522902571117732,0.20707724669258035,0.0004995837495787996,0.9520693384942899,4,False
151,0.2793987812961276,0.05,1.1071310035644117,0.08144690130146741,0.3242536076352827,0.16385359768652963,0.1153610729690659,0.20800515268914704,0.0004995837495787996,0.9520693384942899,4,False
