t,Φ,λ,ΔS,ΔC,Depth
35,0.18669564640883823,0.005585200966822004,1.0643851810817089,3.289755952282092e-05,0.9581265143598413
36,0.1848286899447499,0.00742906836105491,1.0885371691177455,2.3089069855403155e-05,0.9583483109328239
37,0.1829804030453024,0.009263721590905648,1.062850560508207,1.3633669596779807e-05,0.958567035497784
38,0.18115059901484937,0.01108900411689345,1.0776887373823545,4.521504465226922e-06,0.9587827358898872
39,0.17933909302470086,0.012904767158434208,1.088832452273548,4.257051392231315e-06,0.9589954591564573
40,0.17754570209445386,0.004710869487607041,1.2030887403513448,0.009987288601074146,0.9592052515684575
41,0.17577024507350933,0.001796307738693994,1.1378908003069037,0.004690018769857585,0.9594121586319371
42,0.17401254262277419,0.003582694159171222,1.041963483433948,2.868396974209375e-05,0.9596162250994361
43,0.17227241719654648,0.0017763453289040235,1.138812087322853,0.0035464742564949026,0.9598174949813365
44,0.17054969302458098,0.0035425365547366097,1.0744196710083396,4.346705386706895e-05,0.9600160115571529
45,0.16884419609433518,0.005298467238819339,1.095248289782572,5.043375383692594e-05,0.960211817386757
46,0.16715575413339182,0.0017455700909317475,1.1234097048428422,0.005241339108830956,0.9604049543215265
47,0.1654841965920579,0.0034806857425477246,1.082647423024685,6.355811028208036e-05,0.9605954635154146
48,0.16382935462613735,0.005205259135380802,1.071788458033418,6.973142691252265e-05,0.9607833854359318
49,0.162191061079876,0.0017139491662404127,1.1203793293505269,0.005129603515401759,0.9609687598750384
50,0.16056915046907724,0.0034171978181856493,1.0366754812777057,8.133804114648924e-05,0.9611516259599382
51,0.15896345896438643,0.005109675180168319,1.0423521893579748,8.678585729188226e-05,0.9613320221637737
52,0.1573738243747426,0.0016816406437777673,1.1123702841666379,0.0050176691260344075,0.9615099863162151
53,0.15580008613099514,0.0016707436835882424,1.1121346848938312,0.0015846352039369793,0.9616855556139424
54,0.1542420852696852,0.0033305351935128966,1.043020780295543,0.00010179064861470799,0.9618587666310155
55,0.15269966441698835,0.004979324190458051,1.0517547724311826,0.00010636814424830332,0.9620296553291297
56,0.15117266777281846,0.0016377408678220691,1.1872744572449396,0.004868579966805869,0.962198257067755
57,0.14966094109509026,0.0032643925658999515,1.0891691301003588,0.0001149250203496821,0.9623646066141562
58,0.14816433168413937,0.009879918484788263,0.9681985063735319,0.0051189165079374155,0.9625287381532917
59,0.14668268836729798,0.0016043678203504547,1.130584752402341,0.009757193981279194,0.9626906852975896
60,0.14521586148362498,0.001593181554714109,1.1158399507306231,0.001478013149309343,0.9628504810965994
61,0.14376370286878873,0.0015819711395745767,1.1141890376749584,0.001463369029975764,0.9630081580465191
62,0.14232606584010085,0.0031527116005999967,1.0681097502975148,0.00013310343233752242,0.9631637480995939
63,0.14090280518169981,0.004712204877369806,1.0781810739438744,0.00013623261836878675,0.9633172826733901
64,0.13949377712988284,0.0015482332191892297,1.1598686402883283,0.004572999709997555,0.9634687926599385
65,0.138098839358584,0.0015369637983684752,1.1094483560971036,0.0014062071921195907,0.9636183084347517
66,0.13671785096499817,0.0015256884050759865,1.156369895460369,0.0013922637868783172,0.963765859865711
67,0.13535067245534818,0.0030400987187746923,1.0557710168853227,0.00014723180404871417,0.9639114763218255
68,0.13399716573079468,0.0015031326851307448,1.1791258509705052,0.0028904727581974543,0.9640551866818622
69,0.13265719407348675,0.0029949912547460192,1.0930540198173824,0.0001518869123073585,0.9641970193428473
70,0.13133062213275187,0.0014805909095391514,1.2047476806962314,0.0028409722859417674,0.9643370022284397
71,0.13001731591142437,0.0014693325421798714,1.159227020849475,0.0013245645886867663,0.9644751627971755
72,0.1287171427523101,0.0029274187445844386,1.0473894878711842,0.00015791304329029754,0.9646115280505869
73,0.127429971324787,0.009374273269905257,0.968435912348872,0.005159683097797713,0.9647461245411925
74,0.12615567161153915,0.001435640048879144,1.099666873752576,0.00921293293427397,0.9648789783803624
75,0.12489411489542374,0.001424445216427094,1.0986704052019678,0.0012727515485674579,0.9650101152460578
76,0.12364517374646952,0.002837717595642073,1.0443023702067014,0.00016433123026077245,0.9651395603904467
77,0.12240872200900481,0.004239841394495342,1.0071797834777787,0.00016567206138853874,0.9652673386473948
78,0.12118463478891478,0.0013910016497218063,1.1383999253429469,0.004072926964863555,0.9653934744398351
79,0.11997278844102563,0.0013799080213310173,1.1176486996387969,0.0012229399762799381,0.9655179917870159
80,0.11877306055661536,0.0013688449206353463,1.1275389359441235,0.0012107909851059445,0.9656409143116275
81,0.1175853299510492,0.002726659194934546,1.0283351283503068,0.0001700836687330426,0.9657622652468109
82,0.11640947665153872,0.004073477125850267,1.0911068619184596,0.0001709646314052432,0.9658820674430479
83,0.11524538188502334,0.005409334789029024,1.0437265868833265,0.0001717628966633744,0.9660003433749349
84,0.11409292806617309,0.0013249351700084266,1.171231249398223,0.00523685343787085,0.9661171151478405
85,0.11295199878551135,0.0013140520786307076,1.1453981315095245,0.0011518123720394569,0.9662324045044499
86,0.11182247879765622,0.001303209946611527,1.129633666765792,0.0011403621198743108,0.9663462328311964
87,0.11070425400967968,0.001292410263845829,1.1774270121600832,0.001129024470742243,0.9664586211645805
88,0.10959721146958287,0.0025740647183479766,1.0512987392393434,0.00017461191440534818,0.9665695901973808
89,0.10850123935488705,0.0038450085972711982,1.048139840201056,0.00017497176422739957,0.9666791602847542
90,0.10741622696133818,0.0051052884327544065,1.065126401816994,0.0001752674419343292,0.9667873514502312
91,0.10634206469172479,0.006354951995156491,1.0856610879640294,0.00017550129278870452,0.9668941833916038
92,0.10527864404480754,0.0012390962395178134,1.1548931057518883,0.0061792764025559305,0.9669996754867096
93,0.10422585760435947,0.001228578990016901,1.124650943784252,0.0010633036899489884,0.9671038467991135
94,0.10318359902831586,0.002446691872140857,1.0633480891673495,0.00017585430608035857,0.9672067160836879
95,0.10215176303803271,0.003654390802891737,1.0287463080074961,0.00017586294046771644,0.9673083017920928
96,0.10113024540765238,0.0011973380991063443,1.1367167691616877,0.003478570334165723,0.9674086220781579
97,0.10011894295357589,0.002384369399372521,1.0589602683883792,0.00017572884618968776,0.9675076948031672
98,0.09911775352404012,0.003561148798077861,1.0588726672564044,0.0001755899691695817,0.9676055375410493
99,0.09812657598879969,0.0047277320098699956,1.0584844412986307,0.00017540567655169315,0.9677021675834723
100,0.0971453102289117,0.0011564435112453146,1.110377849378729,0.00455255425851267,0.9677976019448475
101,0.0961738571266226,0.002302804535800068,1.0585600790404057,0.00017490792226565466,0.9678918573672416
102,0.09521211855535636,0.0034391409721664175,1.0821441940829595,0.0001745978651001151,0.9679849503251987
103,0.09425999736980278,0.0011263703898318233,1.1116799491394374,0.0032648917678881756,0.9680768970304752
104,0.09331739739610477,0.002242833877755903,1.0755609079421315,0.0001738635142260747,0.9681677134366874
105,0.09238422342214372,0.0033494501724747,1.0976811441698087,0.00017344232075774957,0.9682574152438744
106,0.09146038118792228,0.0010968293366428999,1.1131368103618127,0.0031764630700532454,0.9683460179029761
107,0.09054577737604304,0.0021839324403334906,1.0964515220439377,0.0001724992918113455,0.9684335366202302
108,0.08964031960228264,0.0032613704909410643,1.0855602065739456,0.00017198027684717232,0.968519986361487
109,0.08874391640625981,0.001067834598044143,1.1511497888742264,0.0030899390889197464,0.9686053818564446
110,0.0878564772421972,0.0010582931336777662,1.1532930089668472,0.000896980628428995,0.9686897376028072
111,0.08697791246977522,0.001048814013305815,1.1373756104860853,0.0008880438927939271,0.9687730678703645
112,0.08610813334507748,0.0010393975619090725,1.16535768428405,0.000879195576094477,0.9688553867049972
113,0.08524705201162669,0.0020694416365957197,0.989136334151698,0.00016896274123585908,0.9689367079326064
114,0.08439458149151045,0.0010207538180629174,1.11943269883657,0.0019011583386490394,0.9690170451629728
115,0.08355063567659532,0.0020322808487300385,1.0418837837992128,0.0001675812157519857,0.9690964117935408
116,0.08271512931982937,0.0010023639242861947,1.1071017710743845,0.0018654232812097965,0.9691748210131352
117,0.08188797802663109,0.0019956286090776687,1.0387573159245873,0.00016611339159318395,0.969252285805607
118,0.08106909824636475,0.0029798580821174987,1.0195150429902582,0.00016534969277350042,0.9693288189534118
119,0.08025840726390111,0.000975258425749841,1.1480864105663569,0.0028152906388312915,0.9694044330411222
120,0.07945582319126211,0.0009663516563535714,1.153649208248403,0.0008114908420352729,0.9694791404588735
121,0.0786612649593495,0.0009575092558245179,1.1370953311973664,0.0008034006324416643,0.9695529534057461
122,0.07787465230975599,0.0019062405493068119,1.0946004425595055,0.0001621186438887784,0.9696258838930847
123,0.07709590578665843,0.0009400178177745933,1.1051271037899313,0.0017449692546297746,0.9696979437477549
124,0.07632494672879185,0.0018713866748115689,1.0938329187956644,0.00016040979917039677,0.9697691446153403
125,0.07556169726150391,0.0027941710950425786,1.0526215607448641,0.00015953495294307452,0.9698394979632787
126,0.0748060802888889,0.00370843559270387,1.0505167085035134,0.00015864752504626822,0.9699090150839405
127,0.07405801948599999,0.004614244654375729,1.0139721172443619,0.00015774825878295262,0.9699777070976493
128,0.07331743929114,0.005511662721698226,1.0088222137442466,0.0001568378724625119,0.9700455849556465
129,0.0725842648982286,0.0008890914530454421,1.1615171414388723,0.005355745661564187,0.9701126594430002
130,0.07185842224924632,0.0017699205943283983,1.093551719836576,0.00015498649230068218,0.97017894118146
131,0.07113983802675383,0.0008726310391062667,1.1737965407579234,0.0016158737777146187,0.9702444406322587
132,0.0704284396464863,0.0008644970388163224,1.139053646884139,0.0007195323805574833,0.9703091680988614
133,0.06972415525002144,0.0008564270185268372,1.1235852544979095,0.0007123544167543377,0.9703731337296637
134,0.06902691369752123,0.001704847861256898,1.0761334347620752,0.00015117929022984145,0.9704363475206396
135,0.06833664456054601,0.0008404783628457301,1.1280344889669929,0.0015546386353863795,0.9704988193179395
136,0.06765327811494055,0.0016730777805993493,1.0505631737725392,0.0001492329721481528,0.9705605588204408
137,0.06697674533379115,0.002497861614909471,1.0867484768352191,0.00014825105316072784,0.9706215755822503
138,0.06630697788045323,0.003314893042758745,1.0864145705317543,0.00014726397451134132,0.9706818790151599
139,0.06564390810164872,0.0008093420026686251,1.1424653745783615,0.0031686208188946297,0.970741478391058
140,0.06498746902063222,0.0008017153525003538,1.1726616488333717,0.000664065731184757,0.9708003828442938
141,0.06433759433042589,0.0015958666134683669,1.0791563851972705,0.00014427657076167277,0.9708586013740002
142,0.06369421838712164,0.00238251611549766,1.0906415965355427,0.00014327355872503778,0.9709161428463713
143,0.0630572762032504,0.0031617259559028215,1.0780569804897049,0.00014226765653392592,0.9709730159968997
144,0.06242670344121791,0.003933557987898576,1.0809028502282463,0.00014125926996326477,0.9710292294325712
145,0.06180243640680573,0.004698073812181941,1.0613347049303614,0.00014024878987119183,0.9710847916340185
146,0.06118441204273767,0.005455334768904822,1.0357810090146216,0.00013923659265481503,0.9711397109576365
147,0.060572567922310305,0.0007500671611200098,1.1417527261731846,0.0053171117282121705,0.9711939956376571
148,0.05996684224308719,0.001493001323117632,1.0126042530219281,0.0001372084827745007,0.9712476537881861
149,0.059367173820656316,0.0007358616769505308,1.1097864451233115,0.0013568080685979755,0.9713006934052034
150,0.058773502082449754,0.001464711093939565,1.0076662343549714,0.00013517767878247489,0.971353122368525
151,0.05818576706162526,0.0021866081808110827,1.0535136752705923,0.0001341620660470222,0.9714049484437293
152,0.05760390939100901,0.002901612566237509,1.0741136342220994,0.00013314671481017698,0.9714561792840487
153,0.05702787029709891,0.0036097835721014,1.0293005712212655,0.00013213191195379087,0.9715068224322256
154,0.05645759159412793,0.004311180208178708,1.0233949970694056,0.00013111793310632835,0.9715568853223344
155,0.05589301567818666,0.005005861167113845,1.0973713067592454,0.00013010504299386383,0.9716063752815707
156,0.05533408552140478,0.000688023652563205,1.1039536322982557,0.0048767676713325145,0.9716552995320069
157,0.05478074466619073,0.0006814243906177692,1.1400441759804967,0.0005599401171594923,0.9717036651923162
158,0.05423293721952883,0.0013563072331673766,1.0914979726808927,0.00012707539588770883,0.9717514792794653
159,0.05369060784733353,0.0006683986738593861,1.112483307880328,0.0012302379315032863,0.9717987487103754
160,0.05315370176886019,0.0006619715463445512,1.159049690962309,0.0005433332059881779,0.9718454803035538
161,0.05262216475117159,0.0013175726646825377,1.0828077479895868,0.00012406410064939172,0.9718916807806952
162,0.052095943103659885,0.0006492870449386688,1.1396546081404906,0.0011945072672555762,0.9719373567682541
163,0.05157498367262329,0.0006430289782345543,1.1590714622855327,0.0005272174977407132,0.9719825147989887
164,0.051059233835897055,0.0012798555457524676,1.0681323976936203,0.00012107673079168185,0.9720271613134766
165,0.05054864149753808,0.001910535005245803,1.0932724773769256,0.00012008712113435738,0.9720713026616032
166,0.05004315508256269,0.0025351223037244153,1.0189922409141612,0.0001191008835032259,0.9721149451040233
167,0.04954272353173707,0.003153672030323123,1.089537450338743,0.00011811817577308398,0.9721580948135958
168,0.0490472962964197,0.0037662384142961363,1.087523924183822,0.00011713914865564556,0.972200757876793
169,0.0485568233334555,0.0043728753231922195,1.015584981409354,0.0001161639459318839,0.9722429402950846
170,0.04807125510012094,0.0006007609380120476,1.180872397854,0.004257682618514731,0.9722846479862961
171,0.047590542549119735,0.001195699044494925,1.0850501213995796,0.00011422555548167013,0.9723258867859437
172,0.04711463712362853,0.001784867092645614,1.0116217829480074,0.00011326262265948933,0.9723666624485441
173,0.04664349075239224,0.0023683174883398755,1.0806617928741595,0.00011230402445797094,0.9724069806489027
174,0.04617705584486832,0.0005777847807799424,1.1740017533620717,0.0022569676150838505,0.9724468469833765
175,0.045715285286419646,0.0005721708342070979,1.1621603333247803,0.00046738450502152584,0.9724862669711161
176,0.04525813243355544,0.0011387790202553798,1.0704322052616888,0.0001094553331840789,0.9725252460552849
177,0.04480555110921989,0.0005610964657842709,1.0997252731828224,0.0010302638788066629,0.9725637896042567
178,0.04435749559812769,0.0005556353024341283,1.1575939725616116,0.0004535166744423433,0.972601902912792
179,0.04391392064214642,0.0011058596271145637,1.051173251949554,0.00010664936869916875,0.9726395912031934
180,0.043474781435724946,0.0016507227881044093,1.050375594978779,0.0001057239545683708,0.9726768596264408
181,0.0430400336213677,0.0021902742278335054,1.0528599654432496,0.00010480362537185206,0.9727137132633058
182,0.04260963328515402,0.002724563017110124,1.0214417439597059,0.00010388845306293776,0.9727501571254473
183,0.04218353695230248,0.0032536378552399997,1.0747163205773393,0.00010297850527833663,0.9727861961564873
184,0.04176170158277947,0.0005239092150085643,1.1080902975457718,0.0031515640097544498,0.9728218352330676
185,0.04134408456695167,0.0010427007639623653,1.057219919965887,0.00010117453312600416,0.9728570791658887
186,0.040930643721282155,0.0015564222333857842,1.0670630306878,0.0001002806237539039,0.972891932700729
187,0.04052133728406932,0.000508698606383495,1.1502020748195012,0.0014570300642151243,0.9729264005194482
188,0.040116123911228624,0.0005037225903962192,1.1407069533708714,0.00041018938882797507,0.9729604872409711
189,0.03971496267211635,0.0010025156431004453,1.043634945105713,9.763181359195156e-05,0.9729941974222555
190,0.03931781304539519,0.000493909625311492,1.1831006777744046,0.0009057556445101131,0.9730275355592432
191,0.038924634914941234,0.0004890719410609055,1.1050505996484652,0.0003980158147045415,0.9730605060877935
192,0.03853538856579181,0.0004842796337086206,1.1919435635849664,0.0003940386565017065,0.9730931133846017
193,0.038150034680133886,0.000479532337995285,1.1590304877626152,0.0003901011813712621,0.9731253617681007
194,0.037768534333332555,0.0009543620277095326,1.0624124152135028,9.332934291291645e-05,0.9731572554993476
195,0.03739084898999923,0.00047017132577683744,1.1659215878490756,0.0008618760452660176,0.9731887987828945
196,0.03701694050009924,0.0009357282100516443,1.0789021455460321,9.164839437481725e-05,0.9732199957676452
197,0.03664677109509824,0.0004609860045400299,1.1129874539873121,0.0008449116105126095,0.9732508505476956
198,0.03628030338414726,0.0009174443317415729,1.0673019592625228,8.99906162505626e-05,0.9732813671631614
199,0.035917500350305796,0.00045197349424001024,1.2006334265163254,0.0008282738713430299,0.9733115496009901
200,0.035558325346802734,0.0004475311490396994,1.1285390072746706,0.0003636173487033753,0.9733414017957602
201,0.03520274209333471,0.00044313093643804524,1.1480722920740891,0.00035998346606967713,0.9733709276304663
202,0.034850714672401355,0.000881903439210926,1.0571968197088477,8.67450818395274e-05,0.9734001309372906
203,0.03450220752567734,0.0004344554959274089,1.115465133385822,0.0007959550900075302,0.9734290154983612
204,0.034157185450420575,0.0004301795653729909,1.1212532983061192,0.00034929800581118275,0.9734575850464989
205,0.033815613595916366,0.0008561239275828103,1.0721474916469584,8.437250770560595e-05,0.9734858432659487
206,0.0334774574599572,0.001277873466788358,1.0684322792134797,8.359340324638059e-05,0.9735137937931014
207,0.03314268288535763,0.00041759475083194195,1.120922153569118,0.0011950532905559905,0.9735414402172022
208,0.03281125605650405,0.0008310744041315618,1.0355055557590083,8.205282444604528e-05,0.9735687860810462
209,0.03248314349593901,0.0004094039045909406,1.1319209130175003,0.0007497830601056604,0.9735958348816641
210,0.03215831206097962,0.0008147710690820469,1.0681053928991096,8.053572953171245e-05,0.973622590070995
211,0.031836728940369825,0.001216140163699583,1.0789653901958476,7.978597400774834e-05,0.9736490550565486
212,0.03151836165096612,0.0016135495221471516,1.0372658442804088,7.90420690438623e-05,0.9736752332020557
213,0.031203178034456464,0.0020070371434917017,1.0881194822485538,7.83040048348907e-05,0.9737011278281085
214,0.030891146254111903,0.00038960355058236277,1.1091317258807882,0.0019294653732538983,0.9737267422127899
215,0.030582234791570777,0.0003857568153684462,1.1033472769082104,0.0003127581977550413,0.9737520795922922
216,0.03027641244365507,0.00038194708686536125,1.120500901343671,0.0003096320764187921,0.9737771431615257
217,0.02997364831921852,0.0007601211250763107,1.0776218685271661,7.54099137743984e-05,0.9738019360747177
218,0.029673911836026332,0.006134558469613444,0.9776326366560535,0.005074700861344941,0.9738264614459999
219,0.02937717271766607,0.0003707366829874049,1.1393624618512765,0.006060560904986297,0.9738507223499885
220,0.029083400990489408,0.0007378084157204558,1.074808951720084,7.330000555639052e-05,0.9738747218223527
221,0.028792566980584515,0.00036344217498815304,1.1566458451629904,0.0006652002506371962,0.9738984628603751
222,0.028504641310778674,0.00035984769302341063,1.1684445547095428,0.00029152015177058566,0.9739219484235019
223,0.02821959489767088,0.0007161356652022372,1.0623155128125787,7.124155907103219e-05,0.9739451814338854
224,0.027937398948694174,0.00035276269987529347,1.1369201304262777,0.0006455689143036493,0.9739681647769164
225,0.027658024959207234,0.0003492715656251247,1.118487960960325,0.00028286512373710757,0.973990901301748
226,0.027381444709615153,0.0006950858266666855,1.0684470823717063,6.923401144947813e-05,0.9740133938218122
227,0.02710763026251901,0.0010374763065139805,1.057689601139546,6.857603275115323e-05,0.9740356451153261
228,0.026836553959893823,0.0003389999178820489,1.1768938916199736,0.0009695526912571195,0.9740576579257919
229,0.02656818842029488,0.0006746421909912827,1.0296519180602457,6.727673351028876e-05,0.974079434962487
230,0.026302506536091935,0.001006959436613015,1.0830964409218597,6.663536141878965e-05,0.9741009789009473
231,0.02603948147073101,0.00032902453764683176,1.1017273145501583,0.0009409599643271094,0.9741222923834426
232,0.0257790866560237,0.0006547883911971703,1.0575910813328084,6.53690388430321e-05,0.9741433780194443
233,0.025521295789463466,0.000977323291037079,1.0645754667068854,6.474403327967268e-05,0.9741642383860847
234,0.02526608283156883,0.00031933738516762045,1.1480146652566607,0.0009131988637640955,0.9741848760286105
235,0.025013422003253138,0.0006355084054994374,0.9930150771480247,6.351019201612448e-05,0.9742052934608278
236,0.02476328778322061,0.000948543923777688,1.045107763612745,6.290129824572388e-05,0.9742254931655406
237,0.024515654905388404,0.0012584745178782393,1.0807060009373624,6.229771626834607e-05,0.974245477594982
238,0.02427049835633452,0.0003068559650400484,1.1109744158773676,0.0011967751018920753,0.9742652491712389
239,0.024027793372771174,0.0003038113504849676,1.147175158656924,0.0002457495981184263,0.9742848102866696
240,0.023787515439043456,0.0006046078224540003,1.074808979307614,6.051853824131509e-05,0.9743041633043148
241,0.023549640284653027,0.000297811053169489,1.2178705056482515,0.0005446719236749421,0.9743233105583026
242,0.023314143881806495,0.0005926658730740666,1.0656725578184965,5.935841705804676e-05,0.9743422543542464
243,0.02308100244298843,0.0008845933732045447,1.01437997722274,5.878606131241165e-05,0.9743609969696374
244,0.022850192418558544,0.0011736221971422882,1.046533647163054,5.8218799507857993e-05,0.9743795406542297
245,0.022621690494372956,0.000286158523547249,1.102489519607148,0.001115965597780627,0.9743978876304208
246,0.02239547358942923,0.0002833163333056704,1.1410581888580744,0.0002290590951853043,0.9744160400936248
247,0.02217151885353494,0.0005638183229861881,1.0819231230054684,5.6547253786225216e-05,0.974434000212641
248,0.021949803664999587,0.0008415335542409258,1.0368634981642026,5.600004271938755e-05,0.9744517701300159
249,0.02173030562834959,0.0002749557987209062,1.1418629499609931,0.0007860757921700177,0.9744693519623999
250,0.021513002572066096,0.0005471792335959342,1.081439185121535,5.492037859153309e-05,0.9744867478008981
251,0.021297872546345437,0.0008166971182058938,1.0847361919281437,5.438785888930292e-05,0.9745039597114165
252,0.02108489382088198,0.006083536013114367,0.9650350659605127,0.005053860169445017,0.974520989735002
253,0.02087404488267316,0.006347722227950343,1.0874591147280082,5.333727662715573e-05,0.9745378398881779
254,0.020665304433846426,0.00026155959553290605,1.1431703019552784,0.006294903081244172,0.9745545121632732
255,0.020458651389507962,0.0005205183857397128,1.0786738968592806,5.23057458683418e-05,0.9745710085287478
256,0.020254064875612883,0.00025638355412411216,1.1023946251197307,0.00046872134551067743,0.9745873309295124
257,0.020051524226856757,0.00025383364460164156,1.111439903899614,0.00020509055827859848,0.9746034812872438
258,0.019851008984588185,0.0002513088209978255,1.1090085440181179,0.00020304006587238896,0.9746194615006945
259,0.019652498894742305,0.0005001176657015,1.0440083401228362,5.029875485779503e-05,0.9746352734459984
260,0.019455973905794878,0.00024633347913350197,1.124417019245045,0.00045030917551542454,0.9746509189769721
261,0.01926141416673693,0.00024388248971541425,1.1504299131307367,0.0001970107284760339,0.97466639992541
262,0.019068800025069565,0.00024145564388158063,1.1500026174395597,0.00019504098750119936,0.9746817181013778
263,0.018878112024818868,0.00048050835493987387,1.0628334976595053,4.836471080759547e-05,0.974696875293498
264,0.01868933090457068,0.0007171818175957026,1.0096297145307656,4.78923424076412e-05,0.9747118732692346
265,0.01850243759552497,0.0009514994896538255,1.0153535575051686,4.742436301241257e-05,0.9747267137751707
266,0.01831741321956972,0.0002319851146122672,1.1488420451373826,0.0009045387509968063,0.9747413985372837
267,0.018134239087374025,0.00022967556761783892,1.1372239483632367,0.00018548367919012446,0.9747559292612156
268,0.017952896696500284,0.0004570643779339118,1.0936806918683764,4.604641944233254e-05,0.9747703076325395
269,0.01777336772953528,0.0006821890018127972,1.070167053980251,4.55956569138799e-05,0.9747845353170221
270,0.01759563405223993,0.00022288279139775962,1.1469804719434726,0.0006370398877103868,0.9747986139608823
271,0.017419677711717527,0.0004435458892702582,1.0430865052947684,4.4706757350094356e-05,0.9748125451910459
272,0.017245480934600353,0.0002184653301998577,1.1539882568444653,0.00039927733618757427,0.974826330615396
273,0.01707302612525435,0.00021628927716206323,1.0992446756322598,0.00017463086238379832,0.9748399718230216
274,0.016902295864001805,0.00021413472941522326,1.131329285910947,0.000172884808999383,0.9748534703844597
275,0.01673327290536179,0.00021200147947764134,1.1367637210263233,0.00017115620857759833,0.9748668278519361
276,0.01656594017630817,0.00042189080119567964,0.9938241073252883,4.255659266442016e-05,0.9748800457596017
277,0.016400280774545088,0.00020779805234368985,1.1877591349230618,0.00037975215061507306,0.9748931256237656
278,0.016236277966799637,0.0004135255217321762,1.073864769392141,4.172466164303543e-05,0.9749060689431245
279,0.01607391518713164,0.00020367737270092232,1.119228145227399,0.00037221092869925074,0.9749188771989891
280,0.015913176035260327,0.00020164756393202055,1.1333302257780304,0.00016276896064021384,0.9749315518555068
281,0.015754044274907723,0.00019963784652319823,1.1176534135429685,0.0001611414777614277,0.9749440943598817
282,0.015596503832158643,0.00019764802569407976,1.176787649046131,0.00015953026357819894,0.974956506142591
283,0.015440538793837055,0.000393325934124343,1.0940284221968941,3.9712870108676857e-05,0.9749687886175982
284,0.015286133405898687,0.0005870532375953878,1.0022855960964114,3.932191553267586e-05,0.9749809431825633
285,0.0151332720718397,0.0007788492588924948,1.043401708636415,3.893468723812146e-05,0.9749929712190507
286,0.014981939351121302,0.0001898838741181748,1.136204905041281,0.0007402981054927191,0.9750048740927326
287,0.014832119957610086,0.00018799067586064712,1.1612608690892643,0.0001517125917687434,0.9750166531535909
288,0.014683798758033988,0.0003741069180158518,1.0332357992904775,3.779504257910536e-05,0.9750283097361152
